	filename	cellType	treatment	antibody	description
640	wgEncodeAwgTfbsUwAg09309CtcfUniPk.narrowPeak	AG09309	None	CTCF	ChIP AG09309 CTCF
641	wgEncodeAwgTfbsUwAg09319CtcfUniPk.narrowPeak	AG09319	None	CTCF	ChIP AG09319 CTCF
642	wgEncodeAwgTfbsUwAg10803CtcfUniPk.narrowPeak	AG10803	None	CTCF	ChIP AG10803 CTCF
643	wgEncodeAwgTfbsUwAoafCtcfUniPk.narrowPeak	AoAF	None	CTCF	ChIP AoAF CTCF
644	wgEncodeAwgTfbsUwBe2cCtcfUniPk.narrowPeak	BE2_C	None	CTCF	ChIP BE2_C CTCF
645	wgEncodeAwgTfbsUwBjCtcfUniPk.narrowPeak	BJ	None	CTCF	ChIP BJ CTCF
646	wgEncodeAwgTfbsUwCaco2CtcfUniPk.narrowPeak	Caco-2	None	CTCF	ChIP Caco-2 CTCF
647	wgEncodeAwgTfbsUwGm06990CtcfUniPk.narrowPeak	GM06990	None	CTCF	ChIP GM06990 CTCF
648	wgEncodeAwgTfbsUwGm12801CtcfUniPk.narrowPeak	GM12801	None	CTCF	ChIP GM12801 CTCF
649	wgEncodeAwgTfbsUwGm12864CtcfUniPk.narrowPeak	GM12864	None	CTCF	ChIP GM12864 CTCF
650	wgEncodeAwgTfbsUwGm12865CtcfUniPk.narrowPeak	GM12865	None	CTCF	ChIP GM12865 CTCF
651	wgEncodeAwgTfbsUwGm12872CtcfUniPk.narrowPeak	GM12872	None	CTCF	ChIP GM12872 CTCF
652	wgEncodeAwgTfbsUwGm12873CtcfUniPk.narrowPeak	GM12873	None	CTCF	ChIP GM12873 CTCF
653	wgEncodeAwgTfbsUwGm12874CtcfUniPk.narrowPeak	GM12874	None	CTCF	ChIP GM12874 CTCF
654	wgEncodeAwgTfbsUwGm12875CtcfUniPk.narrowPeak	GM12875	None	CTCF	ChIP GM12875 CTCF
655	wgEncodeAwgTfbsUwGm12878CtcfUniPk.narrowPeak	GM12878	None	CTCF	ChIP GM12878 CTCF
656	wgEncodeAwgTfbsUwHacCtcfUniPk.narrowPeak	HAc	None	CTCF	ChIP HAc CTCF
657	wgEncodeAwgTfbsUwHaspCtcfUniPk.narrowPeak	HA-sp	None	CTCF	ChIP HA-sp CTCF
658	wgEncodeAwgTfbsUwHbmecCtcfUniPk.narrowPeak	HBMEC	None	CTCF	ChIP HBMEC CTCF
659	wgEncodeAwgTfbsUwHcfaaCtcfUniPk.narrowPeak	HCFaa	None	CTCF	ChIP HCFaa CTCF
660	wgEncodeAwgTfbsUwHcmCtcfUniPk.narrowPeak	HCM	None	CTCF	ChIP HCM CTCF
661	wgEncodeAwgTfbsUwHcpeCtcfUniPk.narrowPeak	HCPEpiC	None	CTCF	ChIP HCPEpiC CTCF
662	wgEncodeAwgTfbsUwHct116CtcfUniPk.narrowPeak	HCT-116	None	CTCF	ChIP HCT-116 CTCF
663	wgEncodeAwgTfbsUwHeeCtcfUniPk.narrowPeak	HEEpiC	None	CTCF	ChIP HEEpiC CTCF
664	wgEncodeAwgTfbsUwHek293CtcfUniPk.narrowPeak	HEK293	None	CTCF	ChIP HEK293 CTCF
665	wgEncodeAwgTfbsUwHelas3CtcfUniPk.narrowPeak	HeLa-S3	None	CTCF	ChIP HeLa-S3 CTCF
666	wgEncodeAwgTfbsUwHepg2CtcfUniPk.narrowPeak	HepG2	None	CTCF	ChIP HepG2 CTCF
667	wgEncodeAwgTfbsUwHffCtcfUniPk.narrowPeak	HFF	None	CTCF	ChIP HFF CTCF
668	wgEncodeAwgTfbsUwHffmycCtcfUniPk.narrowPeak	HFF-Myc	None	CTCF	ChIP HFF-Myc CTCF
669	wgEncodeAwgTfbsUwHl60CtcfUniPk.narrowPeak	HL-60	None	CTCF	ChIP HL-60 CTCF
670	wgEncodeAwgTfbsUwHmecCtcfUniPk.narrowPeak	HMEC	None	CTCF	ChIP HMEC CTCF
671	wgEncodeAwgTfbsUwHmfCtcfUniPk.narrowPeak	HMF	None	CTCF	ChIP HMF CTCF
672	wgEncodeAwgTfbsUwHpafCtcfUniPk.narrowPeak	HPAF	None	CTCF	ChIP HPAF CTCF
673	wgEncodeAwgTfbsUwHpfCtcfUniPk.narrowPeak	HPF	None	CTCF	ChIP HPF CTCF
674	wgEncodeAwgTfbsUwHreCtcfUniPk.narrowPeak	HRE	None	CTCF	ChIP HRE CTCF
675	wgEncodeAwgTfbsUwHrpeCtcfUniPk.narrowPeak	HRPEpiC	None	CTCF	ChIP HRPEpiC CTCF
676	wgEncodeAwgTfbsUwHuvecCtcfUniPk.narrowPeak	HUVEC	None	CTCF	ChIP HUVEC CTCF
677	wgEncodeAwgTfbsUwHvmfCtcfUniPk.narrowPeak	HVMF	None	CTCF	ChIP HVMF CTCF
678	wgEncodeAwgTfbsUwK562CtcfUniPk.narrowPeak	K562	None	CTCF	ChIP K562 CTCF
679	wgEncodeAwgTfbsUwMcf7CtcfUniPk.narrowPeak	MCF-7	None	CTCF	ChIP MCF-7 CTCF
680	wgEncodeAwgTfbsUwNb4CtcfUniPk.narrowPeak	NB4	None	CTCF	ChIP NB4 CTCF
681	wgEncodeAwgTfbsUwNhdfneoCtcfUniPk.narrowPeak	NHDF-neo	None	CTCF	ChIP NHDF-neo CTCF
682	wgEncodeAwgTfbsUwNhekCtcfUniPk.narrowPeak	NHEK	None	CTCF	ChIP NHEK CTCF
683	wgEncodeAwgTfbsUwNhlfCtcfUniPk.narrowPeak	NHLF	None	CTCF	ChIP NHLF CTCF
684	wgEncodeAwgTfbsUwRptecCtcfUniPk.narrowPeak	RPTEC	None	CTCF	ChIP RPTEC CTCF
685	wgEncodeAwgTfbsUwSaecCtcfUniPk.narrowPeak	SAEC	None	CTCF	ChIP SAEC CTCF
686	wgEncodeAwgTfbsUwSknshraCtcfUniPk.narrowPeak	SK-N-SH_RA	None	CTCF	ChIP SK-N-SH_RA CTCF
687	wgEncodeAwgTfbsUwWerirb1CtcfUniPk.narrowPeak	WERI-Rb-1	None	CTCF	ChIP WERI-Rb-1 CTCF
688	wgEncodeAwgTfbsUwWi38CtcfUniPk.narrowPeak	WI-38	None	CTCF	ChIP WI-38 CTCF
